host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
N/A,N/A,1,t,Private room in rental unit,Private room,2,1 shared bath,1,1,400,,,,,,,,f,
N/A,N/A,1,t,Entire guest suite,Entire home/apt,3,1 bath,1,2,700,4.95,4.98,4.91,4.98,4.99,4.93,4.96,t,2.94
within an hour,0.92,0.99,t,Entire condo,Entire home/apt,5,1 bath,2,4,1196,4.84,4.87,4.85,4.77,4.71,4.85,4.84,t,2.18
N/A,N/A,0,t,Private room in home,Private room,2,1 private bath,1,2,442,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,670,4.9,4.93,4.88,4.9,4.98,4.98,4.86,f,1.82
within an hour,1,0.99,t,Entire condo,Entire home/apt,4,1 bath,1,2,781,4.81,4.84,4.93,5,4.96,4.93,4.76,f,1.04
within an hour,1,0.99,t,Entire serviced apartment,Entire home/apt,6,2 baths,3,5,1313,4.8,4.84,4.86,4.84,4.86,4.76,4.78,f,0.76
within an hour,1,0.98,t,Entire condo,Entire home/apt,4,2 baths,2,3,1420,4.86,4.89,4.77,4.76,4.91,4.91,4.91,t,1.22
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,2 baths,1,3,2314,4.78,4.67,4.89,4.89,4.89,4.78,4.89,f,0.14
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,1 bath,2,3,1152,4.73,4.79,4.83,4.85,4.93,4.89,4.74,f,6
a few days or more,0,0.67,t,Private room in home,Private room,2,1 shared bath,1,1,2012,5,4.5,5,5,5,5,5,f,0.04
within a few hours,1,0.94,t,Private room in rental unit,Private room,2,1 private bath,1,1,650,4.85,4.97,4.94,5,4.94,5,4.88,f,0.49
within a few hours,1,0.94,t,Private room in rental unit,Private room,2,1 shared bath,1,1,550,4.79,4.79,4.94,4.82,4.76,4.97,4.79,f,0.51
N/A,N/A,N/A,t,Private room in serviced apartment,Private room,1,1 shared bath,1,1,800,,,,,,,,f,
within an hour,1,1,t,Private room in home,Private room,1,3.5 shared baths,6,6,260,5,4,5,5,5,5,4,t,0.02
within an hour,1,1,t,Private room in home,Private room,1,1 shared bath,1,1,290,4.91,5,5,4.91,5,5,5,f,0.16
within an hour,1,0.98,t,Entire condo,Entire home/apt,2,1 bath,1,1,1573,4.89,4.93,4.93,4.88,4.95,4.92,4.86,f,2.38
within an hour,0.9,1,t,Private room in rental unit,Private room,2,1 shared bath,1,2,850,4.72,4.78,4.72,4.83,4.83,4.89,4.72,t,0.53
within a few hours,1,0.86,t,Entire condo,Entire home/apt,2,2 baths,2,2,2302,5,4.86,5,5,5,5,5,t,0.41
within an hour,1,0.98,t,Private room in home,Private room,2,2 shared baths,1,1,370,4.86,4.94,4.84,4.94,4.97,4.93,4.9,f,1.29
within an hour,1,0.75,t,Entire rental unit,Entire home/apt,4,2.5 baths,2,3,1950,5,4.95,4.95,5,5,5,4.95,f,0.29
within a day,1,0.88,t,Entire condo,Entire home/apt,4,2 baths,2,3,2179,4.95,4.99,4.99,4.93,4.92,5,4.93,t,1.1
within an hour,1,0.98,t,Private room in home,Private room,2,1 shared bath,1,1,490,4.76,4.86,4.76,4.97,4.93,4.9,4.86,f,0.44
N/A,N/A,0,t,Private room in rental unit,Private room,1,1.5 shared baths,1,1,303,,,,,,,,f,
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,890,4.19,4.54,4.43,4.74,4.83,4.87,4.2,f,0.8
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,1200,4.93,4.97,4.92,4.97,4.98,4.99,4.9,f,1.53
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,3613,5,5,4.94,5,4.94,5,4.94,t,0.28
N/A,N/A,N/A,t,Private room in home,Private room,1,1 shared bath,1,1,190,4.73,4.82,4.36,5,4.82,4.45,4.55,f,0.19
within an hour,1,0.98,t,Entire condo,Entire home/apt,3,2 baths,2,2,1647,4.9,4.95,4.85,4.95,5,4.95,4.8,f,0.31
N/A,N/A,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,3631,4.89,4.95,4.95,4.95,4.92,4.97,4.79,f,0.56
N/A,N/A,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,470,4.88,4.98,4.91,5,5,4.93,4.83,f,0.66
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,2700,4.72,4.8,4.8,4.82,4.7,4.68,4.76,t,1.31
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,449,4.75,4.87,4.7,4.75,4.92,4.69,4.78,f,2.35
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,901,4.8,4.88,4.77,4.92,4.89,4.82,4.84,f,1.68
within a day,1,0.9,t,Entire condo,Entire home/apt,6,2 baths,3,4,1997,4.9,4.87,4.86,4.97,4.97,4.99,4.95,f,1.16
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,0 baths,,1,6000,5,5,5,5,5,5,5,f,0.12
within an hour,1,1,t,Entire condo,Entire home/apt,4,2 baths,2,2,1290,4.87,4.93,4.9,4.91,4.96,4.94,4.86,f,1.84
within an hour,0.98,1,t,Entire loft,Entire home/apt,3,1 bath,,1,929,4.6,4.8,4.64,4.85,4.86,4.91,4.66,f,2.6
N/A,N/A,0.75,t,Entire condo,Entire home/apt,2,1 bath,1,1,999,,,,,,,,f,
within an hour,1,0.99,t,Entire condo,Entire home/apt,4,1.5 baths,2,2,650,4.75,4.83,4.83,4.84,4.79,4.31,4.76,f,3.81
within an hour,1,0.9,t,Entire rental unit,Entire home/apt,3,1 bath,3,3,1500,3.67,4,3.67,3.67,4.33,5,3.67,f,0.04
N/A,N/A,0.5,t,Private room in rental unit,Private room,2,1 shared bath,1,1,1250,,,,,,,,f,
within a day,0.6,0.46,t,Private room in bed and breakfast,Private room,3,1 shared bath,1,1,1176,4.67,4.5,4.83,5,4.83,5,4.5,t,0.1
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,835,4.92,5,4.77,5,5,4.77,4.92,f,0.23
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,2307,4.96,4.98,5,4.96,5,4.98,4.87,f,0.81
N/A,N/A,0.67,t,Private room in rental unit,Private room,1,1.5 baths,1,1,725,4,5,4.4,4.6,4.8,4.8,4.4,f,0.07
within a few hours,0.9,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,750,4.86,4.86,4.73,4.94,4.85,4.94,4.83,t,2.38
within an hour,1,0.98,t,Private room in home,Private room,2,2 shared baths,1,1,380,4.94,4.94,4.89,4.98,4.99,4.91,4.92,f,1.38
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,2,1 bath,1,2,1000,4.63,4.74,4.77,4.89,4.82,4.9,4.7,t,4.44
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,6,1 bath,2,3,967,4.74,4.76,4.68,4.85,4.86,4.79,4.7,f,3.93
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,2,1 bath,1,2,1000,4.59,4.64,4.66,4.94,4.84,4.91,4.7,t,2.43
within an hour,1,1,t,Private room in home,Private room,2,1.5 shared baths,1,1,300,4.97,4.91,4.91,4.97,4.97,4.94,4.97,t,0.47
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1 bath,1,3,967,4.97,4.98,4.88,5,5,4.97,4.95,f,0.88
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,4,1 bath,2,2,1100,4.67,4.74,4.72,4.9,4.76,4.91,4.76,t,4.31
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,1 bath,2,3,643,4.56,4.72,4.85,4.79,4.79,4.82,4.58,t,1.68
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,2283,4.69,4.77,4.54,4.69,5,4.77,4.69,f,0.21
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,1500,5,5,5,4.83,5,5,5,t,0.09
within a few hours,1,1,t,Entire rental unit,Entire home/apt,3,1.5 baths,1,2,1434,4.97,5,5,4.97,4.97,4.97,4.83,f,0.53
within a day,1,0.31,f,Private room in rental unit,Private room,1,1 private bath,1,1,263,5,5,5,5,5,4.5,5,f,0.03
a few days or more,0.33,1,t,Private room in rental unit,Private room,2,1 shared bath,1,1,439,4.61,4.72,4.56,4.94,4.89,5,4.67,t,0.29
within an hour,1,1,t,Private room in guest suite,Private room,2,1 private bath,1,1,450,4.93,4.96,4.88,4.97,4.93,4.93,4.93,f,1.34
within an hour,1,1,t,Private room in home,Private room,4,2 baths,2,3,2557,4.79,4.79,4.93,5,4.93,4.93,4.93,f,0.21
within a few hours,1,0.95,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,2057,4.83,4.88,4.67,4.83,4.95,4.95,4.79,f,0.89
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,1,1 bath,1,1,1800,,,,,,,,t,
within a few hours,0.67,0.92,t,Private room in rental unit,Private room,2,1 shared bath,1,1,307,4.53,4.76,4.47,4.56,4.59,4.75,4.5,f,0.25
within an hour,1,0.99,t,Private room in rental unit,Private room,2,1.5 shared baths,1,1,343,4.64,4.71,4.64,4.66,4.74,4.85,4.6,t,1.4
within a few hours,1,0,f,Entire rental unit,Entire home/apt,6,2 baths,2,1,998,,,,,,,,f,
N/A,N/A,1,f,Private room in rental unit,Private room,1,1 private bath,1,1,450,4.6,4.2,3.6,4.6,4.6,4.8,4.4,t,0.08
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2.5 baths,2,2,3600,4.92,4.9,4.97,4.9,4.81,4.35,4.84,f,0.78
within an hour,1,0.91,t,Entire loft,Entire home/apt,4,1 bath,2,2,850,4.74,4.79,4.77,4.92,5,4.95,4.65,f,0.91
within a day,1,0.5,t,Private room in home,Private room,1,1 private bath,1,2,750,5,5,5,5,5,5,4.8,f,0.09
within a few hours,1,1,t,Private room in guesthouse,Private room,2,1 private bath,1,1,599,4.77,4.73,4.77,4.82,4.77,5,4.7,t,0.78
N/A,N/A,1,f,Private room in rental unit,Private room,4,1.5 baths,1,3,900,4.81,5,4.94,5,5,4.75,4.94,f,0.24
within an hour,1,0.96,t,Private room in condo,Private room,2,1 private bath,1,1,393,4.56,4.53,4.42,4.81,4.84,4.88,4.6,f,0.65
N/A,N/A,N/A,t,Private room in condo,Private room,2,1 private bath,1,1,5446,0,,,,,,,f,0.02
within an hour,1,1,t,Entire condo,Entire home/apt,4,1 bath,2,3,1029,4.5,4.83,4.67,4.83,4.67,4.83,4.17,t,0.44
N/A,N/A,1,f,Entire rental unit,Entire home/apt,4,2 baths,3,2,1090,4.67,5,4.33,5,5,5,4.67,f,0.04
a few days or more,0,0.6,t,Entire rental unit,Entire home/apt,6,2.5 baths,2,3,5446,,,,,,,,f,
a few days or more,0,0,t,Private room in rental unit,Private room,1,1 shared bath,1,1,350,4,,2,,,,,f,0.01
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1057,4.92,4.95,4.93,4.96,4.99,4.99,4.9,f,4.63
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,921,4.74,4.86,4.76,4.94,4.91,4.97,4.74,t,1.15
N/A,N/A,1,f,Private room in rental unit,Private room,2,1.5 shared baths,1,1,750,5,5,4.92,5,5,4.75,5,f,0.18
N/A,N/A,1,f,Private room in rental unit,Private room,2,1.5 baths,1,1,750,5,5,5,4.83,5,4.83,5,f,0.1
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,550,4.51,4.88,4.36,4.91,4.93,4.93,4.7,f,0.86
within an hour,1,1,t,Private room in home,Private room,2,1.5 baths,1,1,690,4.8,4.88,4.89,4.94,4.89,4.98,4.78,t,0.97
a few days or more,0,0,t,Private room in rental unit,Private room,2,1 private bath,1,1,270,,,,,,,,f,
within an hour,1,0.52,t,Entire rental unit,Entire home/apt,4,1.5 baths,2,2,884,4.88,4.98,4.76,4.88,5,4.88,4.83,f,0.61
a few days or more,0,0.4,t,Private room in rental unit,Private room,2,1 private bath,1,1,500,,,,,,,,t,
within an hour,0.9,0.86,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,650,4.69,4.81,4.81,4.77,4.91,4.95,4.77,f,0.95
within an hour,1,1,t,Private room in home,Private room,1,1 shared bath,1,1,400,5,5,4.95,5,5,5,4.95,f,0.33
within a few hours,1,0.84,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,723,4.62,4.73,4.69,4.81,4.81,4.23,4.58,f,0.43
N/A,N/A,1,t,Private room in condo,Private room,3,1 shared bath,1,1,590,4.85,4.78,4.87,4.85,4.87,4.63,4.7,f,0.69
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,560,4.75,4.92,4.75,4.96,4.96,4.93,4.7,f,2.88
N/A,N/A,N/A,t,Entire condo,Entire home/apt,6,1 bath,3,3,780,4.91,4.91,4.95,4.86,4.91,4.86,4.86,f,0.33
within an hour,1,1,t,Entire loft,Entire home/apt,3,1 bath,1,2,974,4.9,4.94,4.89,4.96,4.79,4.98,4.82,t,5.3
within an hour,1,0.98,t,Entire home,Entire home/apt,2,1 bath,1,1,400,4.93,4.91,4.95,4.99,4.95,4.91,4.96,f,1.1
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,1,1,660,4.46,4.68,4.73,4.84,4.83,4.81,4.32,f,0.94
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,908,4.82,4.91,4.87,4.93,4.93,4.69,4.87,f,0.68
within an hour,0.98,1,t,Entire rental unit,Entire home/apt,5,2 baths,2,3,2204,4.83,4.88,4.88,4.82,4.9,4.93,4.86,t,2.48
within a few hours,1,0.9,t,Private room in rental unit,Private room,1,1 shared bath,1,1,299,4.95,4.86,4.93,4.89,4.98,4.98,4.95,f,0.69
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,2 baths,2,3,1200,4.93,5,4.93,4.93,5,4.87,4.93,f,0.24
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,3.5 baths,3,5,3200,4.98,4.98,4.98,4.95,4.97,4.97,4.92,f,0.88
a few days or more,0,N/A,t,Entire condo,Entire home/apt,6,4.5 baths,3,5,6983,,,,,,,,t,
within an hour,1,0.67,f,Private room in condo,Private room,2,1 private bath,1,,914,0,,,,,,,t,0.03
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,683,4.81,4.88,4.88,4.94,4.97,4.81,4.79,f,1.9
within an hour,1,0.98,t,Private room in home,Private room,2,1 private bath,1,2,360,4.92,4.96,4.95,4.99,4.99,4.95,4.85,f,2.17
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1.5 baths,1,1,947,4.76,4.93,4.84,4.93,4.84,4.76,4.75,f,1.13
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,800,4.84,4.97,4.74,4.98,4.97,4.94,4.87,f,0.92
N/A,N/A,0.5,t,Entire loft,Entire home/apt,2,1.5 baths,1,1,1036,4.9,5,4.9,5,5,4.96,5,t,0.43
within an hour,1,1,t,Private room in rental unit,Private room,2,1 shared bath,1,2,799,4.84,4.89,4.89,4.97,4.95,4.95,4.85,t,1.07
within an hour,1,1,t,Entire home,Entire home/apt,5,2 baths,2,3,914,4.51,4.67,4.67,4.63,4.79,4.53,4.63,f,0.84
within an hour,1,0.95,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,836,4.73,4.82,4.71,4.85,4.9,4.91,4.72,f,1.35
within an hour,0.92,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,2338,4.96,5,4.96,4.98,4.94,4.94,4.92,f,0.77
N/A,N/A,1,f,Private room in rental unit,Private room,2,1 private bath,1,1,500,3,3,3,3,3,3,3,t,0.03
within a day,0.5,0.67,t,Entire rental unit,Entire home/apt,6,1 bath,2,2,677,5,5,5,5,5,5,5,f,0.04
within an hour,1,1,t,Private room in loft,Private room,2,1 private bath,1,2,850,5,4.97,5,4.99,5,5,4.99,f,1.52
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,6,1 bath,1,3,2010,4.77,4.89,4.74,4.94,4.86,4.91,4.8,f,0.52
within a day,1,0.73,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,1800,4.7,5,4.91,4.96,4.96,4.96,4.96,f,0.34
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1464,4.91,4.96,4.92,4.92,4.99,4.96,4.9,f,5.23
within an hour,0.98,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,4699,4.93,4.94,4.93,4.98,4.96,5,4.89,t,0.86
within an hour,1,0.94,t,Entire serviced apartment,Entire home/apt,6,1.5 baths,3,4,1186,4.87,4.92,4.9,4.96,4.99,4.91,4.86,f,1.18
N/A,N/A,0,t,Private room in rental unit,Private room,2,1 private bath,1,1,686,4.96,4.96,5,5,4.99,5,4.94,f,1.08
within an hour,1,1,f,Private room in rental unit,Private room,2,4 shared baths,2,2,550,4.65,4.46,4.73,4.88,4.88,4.85,4.65,f,0.39
N/A,N/A,N/A,t,Private room in serviced apartment,Private room,2,1 shared bath,2,4,3200,,,,,,,,t,
within an hour,1,1,t,Entire condo,Entire home/apt,8,2 baths,2,5,1258,4.77,4.86,4.79,4.89,4.87,4.93,4.78,f,4.53
within an hour,1,1,t,Private room in rental unit,Private room,2,1 private bath,1,2,950,4.88,4.9,4.93,4.99,5,4.97,4.81,f,2.48
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,3,2 baths,2,2,1947,5,4.89,4.94,4.94,5,4.94,5,f,0.27
N/A,N/A,N/A,t,Private room in home,Private room,2,1.5 shared baths,1,1,245,4.74,4.82,4.61,4.94,4.87,4.89,4.84,f,0.91
within an hour,0.98,0.99,t,Entire rental unit,Entire home/apt,6,3 baths,3,3,7081,4.94,4.94,4.95,4.98,4.94,4.98,4.83,f,1.97
within an hour,1,0.86,t,Entire loft,Entire home/apt,3,1.5 baths,1,1,2000,4.96,5,4.96,5,4.96,4.92,4.96,f,0.37
within a day,0.5,1,f,Private room in guest suite,Private room,1,1 shared bath,1,1,300,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1.5 baths,2,2,1262,4.77,4.8,4.8,4.97,4.95,4.98,4.74,f,1.65
within an hour,1,0.99,t,Private room in home,Private room,9,3.5 baths,3,6,2500,4.99,5,5,5,4.97,4.98,4.97,t,1.43
within an hour,0.9,1,t,Entire rental unit,Entire home/apt,8,2.5 baths,3,5,1815,4.75,4.8,4.78,5,4.95,4.92,4.77,f,1.39
within a day,1,1,f,Private room in home,Private room,1,1 private bath,1,1,450,4.7,4.6,4.9,5,4.9,4.9,4.7,f,0.15
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,6,2 baths,3,3,4046,4.95,4.95,4.97,4.98,4.95,4.98,4.91,f,1.51
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,2891,4.86,4.93,4.69,4.94,4.98,4.98,4.78,t,2.5
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,3,1 bath,1,1,1100,4.83,5,4.33,5,5,4.33,4.67,t,0.09
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,2,1 bath,1,2,1095,4.78,4.84,4.9,4.84,4.72,4.95,4.84,f,2.69
N/A,N/A,1,t,Private room in home,Private room,1,1 private bath,2,1,3000,,,,,,,,t,
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1126,4.5,4.55,4.6,4.74,4.48,4.84,4.53,t,0.93
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,4,1.5 baths,2,2,3818,4.93,4.96,4.99,4.97,4.91,4.97,4.85,f,2.08
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,2,1.5 baths,1,1,3757,4.93,4.98,4.97,4.96,4.97,4.95,4.92,f,3.16
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,800,4.67,4.73,4.73,4.71,4.79,4.65,4.54,f,0.71
within an hour,1,1,t,Private room in loft,Private room,2,1 private bath,1,1,1229,4.5,4.6,4.56,4.88,4.76,4.92,4.58,t,1.8
within an hour,0.9,0.97,t,Entire rental unit,Entire home/apt,6,2 baths,3,4,2137,4.62,4.74,4.49,4.94,4.77,4.92,4.74,f,0.8
within an hour,1,1,t,Private room in home,Private room,2,1.5 shared baths,1,1,274,4.75,4.75,4.75,5,5,4.75,4.5,t,0.06
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,450,4.81,4.81,4.88,4.85,4.77,4.77,4.77,t,0.38
within an hour,0.97,0.99,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,750,4.93,4.98,4.93,5,4.98,5,4.86,t,0.65
within an hour,1,1,t,Private room in home,Private room,3,1 private bath,1,2,560,4.91,4.89,4.87,4.98,5,4.93,4.85,t,1.16
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,4,1.5 baths,2,2,3976,4.96,4.97,5,4.97,4.97,4.97,4.93,f,1.84
within an hour,1,0.83,t,Entire rental unit,Entire home/apt,4,1.5 baths,1,2,2723,5,5,4.75,4.83,4.92,4.92,4.92,f,0.22
within an hour,1,0.99,t,Private room in rental unit,Private room,2,1 private bath,1,1,566,4.7,4.85,4.82,4.91,4.94,4.91,4.71,f,1
within an hour,1,0.99,t,Private room in condo,Private room,2,1 private bath,1,1,536,4.77,4.88,4.84,4.91,4.93,4.81,4.75,f,1.7
within an hour,0.92,0.99,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,2503,4.89,4.92,4.94,4.94,4.93,4.81,4.8,f,1.26
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,2438,4.82,4.92,4.88,4.75,4.85,4.94,4.8,f,2.29
within an hour,1,0.99,t,Private room in rental unit,Private room,2,1 private bath,1,1,566,4.74,4.93,4.9,4.93,4.9,4.85,4.77,f,1.87
within an hour,1,0.67,f,Private room in loft,Private room,1,1 shared bath,,1,690,4.5,4,4,4,5,4,4.5,f,0.04
within an hour,1,1,t,Entire guest suite,Entire home/apt,4,1 bath,1,2,602,4.58,4.73,4.51,4.92,4.87,4.97,4.51,t,1.82
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1499,4.84,4.89,4.93,4.95,4.89,4.96,4.87,f,3.54
within an hour,1,0.98,t,Entire condo,Entire home/apt,4,1 bath,1,2,855,5,4.78,5,5,4.89,4.89,4.78,t,0.13
within an hour,1,1,t,Private room in home,Private room,2,1 shared bath,1,1,380,4.94,4.94,4.96,4.81,4.96,4.9,4.96,t,0.8
within an hour,1,1,t,Private room in home,Private room,2,1 shared bath,1,1,380,4.95,4.95,4.93,4.86,4.93,4.71,4.95,t,0.63
N/A,N/A,0.91,t,Private room in home,Private room,2,1.5 shared baths,1,1,350,4.65,4.71,4.56,4.76,4.76,4.68,4.62,f,0.5
within a few hours,1,0.96,t,Entire rental unit,Entire home/apt,6,1 bath,2,2,927,4.33,4.33,4.3,4.63,4.87,4.5,4.37,t,0.45
a few days or more,0,N/A,f,Private room in serviced apartment,Private room,2,1 private bath,1,1,63540,5,5,5,5,5,5,5,t,0.02
within a few hours,1,0,f,Private room in rental unit,Private room,2,1 private bath,1,1,651,5,5,5,5,5,5,5,f,0.86
within an hour,1,1,t,Entire rental unit,Entire home/apt,8,4 baths,5,5,12534,5,4.8,5,5,4.9,4.8,4.7,f,0.24
within a few hours,1,0.5,f,Private room in home,Private room,1,1 shared bath,1,1,264,4.4,4.4,4.8,4.8,4.2,4.4,4.2,f,0.08
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,2 baths,2,3,616,4.85,4.93,4.89,4.95,5,4.85,4.88,t,4.02
within an hour,1,0.92,t,Private room in rental unit,Private room,4,1 shared bath,1,2,482,4.87,4.86,4.8,4.87,4.87,4.98,4.85,f,1.8
within a few hours,1,1,t,Private room in rental unit,Private room,2,1 shared bath,1,1,2999,5,5,5,4.92,4.92,5,4.75,t,0.18
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,768,4.91,4.97,4.85,5,5,4.91,4.7,t,0.49
within a day,1,0,t,Entire rental unit,Entire home/apt,3,1.5 baths,1,1,850,4.74,4.83,4.63,4.89,4.94,4.66,4.8,f,0.52
a few days or more,0,0,t,Private room in rental unit,Private room,2,1 private bath,1,1,250,0,,,,,,,f,0.03
N/A,N/A,0.79,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1279,4.86,4.95,5,4.86,5,5,4.95,f,0.32
within a few hours,1,N/A,t,Private room in rental unit,Private room,2,1 private bath,1,1,989,5,5,5,5,5,4.71,5,f,0.12
N/A,N/A,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1900,4.84,4.94,4.72,5,5,4.97,4.94,f,0.49
within an hour,1,0.97,t,Entire condo,Entire home/apt,2,1 bath,1,1,379,4.95,4.95,4.96,4.96,4.92,4.89,4.91,f,2.03
within an hour,1,1,t,Private room in rental unit,Private room,2,1 private bath,1,1,555,4.88,4.96,4.98,4.96,4.96,4.99,4.86,t,2.53
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,1 bath,2,3,850,4.88,4.89,4.87,4.97,4.94,4.77,4.85,f,1.92
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,2600,4.78,4.82,4.74,4.88,4.56,4.92,4.7,f,0.78
within an hour,0.98,0.82,t,Entire rental unit,Entire home/apt,8,2 baths,2,3,2296,4.6,2,5,4.5,5,5,4.5,f,0.07
within an hour,1,0.67,t,Entire loft,Entire home/apt,4,2 baths,2,3,1906,4.87,4.93,5,5,5,4.93,4.93,f,0.27
within an hour,1,1,t,Entire guest suite,Entire home/apt,1,1 bath,1,1,483,4.78,4.91,4.78,4.91,4.91,5,4.78,f,0.48
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,854,4.45,4.55,4.66,4.72,4.88,4.91,4.39,f,0.96
within a few hours,1,0.93,t,Private room in home,Private room,2,1.5 baths,1,1,714,4.91,4.93,4.93,4.93,4.93,4.89,4.89,f,0.67
within an hour,1,0.97,t,Private room in townhouse,Private room,2,1 private bath,1,1,933,4.95,4.88,4.9,4.93,5,4.98,4.88,f,0.62
within a few hours,0.86,0.9,t,Private room in condo,Private room,1,1 shared bath,1,2,349,4.98,4.97,4.95,4.97,4.97,4.97,4.97,f,0.95
within an hour,1,0.98,t,Entire serviced apartment,Entire home/apt,7,2 baths,3,4,1500,4.96,4.96,4.93,4.98,4.96,4.93,4.91,f,0.67
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1 bath,,2,1486,4.78,4.9,4.87,4.89,4.92,4.96,4.83,t,2.25
within an hour,1,0.98,t,Private room in rental unit,Private room,2,1 shared bath,1,1,334,4.92,4.94,4.88,4.94,4.96,4.86,4.88,t,0.74
within an hour,0.99,1,t,Private room in condo,Private room,2,1 shared bath,1,1,301,4.73,4.82,4.67,4.89,4.9,4.94,4.72,f,1.49
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,3,1 bath,1,2,950,4.83,4.56,4.89,4.78,4.72,4.78,4.83,t,0.28
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,400,4.82,4.93,4.86,4.96,4.96,4.74,4.78,t,0.41
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,1495,4.57,4.89,4.75,4.93,4.86,5,4.61,f,0.43
